"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","p_val_adj_1"
0.0197345372745437,0.351177848618464,0.326,0.271,1,"kat14",0.101686354069668
0.0197485637176106,-0.239367339186243,0.44,0.511,1,"exosc7",0.101686354069668
0.0197590470693144,-0.128933493174894,0.688,0.791,1,"asf1ba",0.101686354069668
0.0197805715662291,-0.541969735544542,0.193,0.246,1,"si:dkey-75a21.2",0.101702342820035
0.0198169222859047,0.838579535858473,0.101,0.062,1,"tle5",0.101759480865625
0.0198540499065214,-0.50752899843174,0.073,0.117,1,"rufy1",0.101759480865625
0.0198781096739655,-0.112904095032199,0.837,0.879,1,"wdr43",0.101759480865625
0.0198796602881079,-0.117239848863273,0.888,0.938,1,"romo1",0.101759480865625
0.0198838246747571,-0.351452050032934,0.367,0.427,1,"ino80e",0.101759480865625
0.0199963917674782,0.151906522617976,0.378,0.458,1,"npc2",0.102240810500013
0.0200236882998274,0.539115948198507,0.686,0.651,1,"h1-0",0.102285667707351
0.0200614458128752,0.58768914358235,0.133,0.089,1,"suox",0.102383829740016
0.0202020473010199,-0.489511360766585,0.071,0.115,1,"banp",0.102839633778426
0.0202028134695142,-0.377740670994999,0.239,0.302,1,"si:ch211-51c14.1",0.102839633778426
0.0202066285131461,-0.224504473980047,0.317,0.38,1,"ttc1",0.102839633778426
0.0202284989931893,-0.253219140876538,0.2,0.263,1,"tmem70",0.102856143131115
0.0202875039619312,-0.510195617423839,0.197,0.259,1,"efhd2",0.103061266676894
0.0203231241372527,-0.11182641831916,0.796,0.861,1,"si:dkey-33c12.4",0.103147326733373
0.0203474476995332,1.19740213149124,0.179,0.126,1,"setx",0.103175946920865
0.0203814291324162,-0.17817812760345,0.408,0.477,1,"hist1h2a3.3",0.103253441898351
0.0204238703569058,0.872386681032469,0.211,0.164,1,"ccdc85b",0.10337361330049
0.0205274394274529,-0.208843366550404,0.122,0.17,1,"mgat1a",0.103802674467395
0.020631312301682,-0.175734241374777,0.596,0.671,1,"exosc8",0.104207645107849
0.0206452668866329,-0.13144474408762,0.133,0.187,1,"hoxa4a",0.104207645107849
0.0208141434351975,0.625285576885634,0.202,0.15,1,"si:dkey-46g23.1",0.104964109633937
0.0209724062456321,-0.29380443605723,0.28,0.344,1,"stox1",0.105615279148844
0.0209815214100474,0.739539012492162,0.126,0.084,1,"mertka",0.105615279148844
0.021017185433952,-0.241609579995184,0.089,0.137,1,"si:dkeyp-118b1.2",0.105698449878217
0.0211128846057203,-0.148870546049283,0.817,0.872,1,"lsm5",0.106083119920644
0.0211326370856057,-0.23682140550973,0.195,0.259,1,"si:ch73-368j24.12",0.106085838169741
0.0212048619841899,0.671375465062843,0.399,0.338,1,"prkdc",0.106351723775383
0.0212496211236887,0.276657272667695,0.817,0.815,1,"mtpn",0.106479498951914
0.0213696773813152,0.824275972150021,0.133,0.089,1,"slc17a9b",0.106984005892677
0.0214514448767962,-0.161110364068614,0.381,0.441,1,"vat1",0.107296085697164
0.0215122131070311,0.225358230533744,0.106,0.067,1,"plekhg7",0.107441279956169
0.0215193871118296,-0.158720339238858,0.677,0.752,1,"nkain1",0.107441279956169
0.0217315824860814,-0.561046604809463,0.101,0.15,1,"sema5a",0.108344278407269
0.0217394894015309,-0.572306584824727,0.144,0.193,1,"ENSDARG00000101293",0.108344278407269
0.0217830042476118,0.111951444983419,0.814,0.864,1,"ier5l",0.108463254693699
0.0218425939541361,0.365811879936031,0.22,0.162,1,"lpar2a",0.108661985418685
0.0219060167261547,-0.248482571922378,0.307,0.368,1,"rcc1l",0.108737891395447
0.0219110606487211,0.191481577199161,0.913,0.949,1,"lin28a",0.108737891395447
0.0219169274036821,0.481149010765355,0.245,0.19,1,"cblb",0.108737891395447
0.0219908674542611,-0.359708811811115,0.211,0.274,1,"gtf3c5",0.109006795406131
0.0220982703876435,-0.205511760993986,0.381,0.444,1,"bcl7bb",0.109440940879433
0.022198002804823,-0.149883942997705,0.555,0.625,1,"mycb",0.109778857778406
0.022234336898293,-0.306907367110903,0.206,0.262,1,"oip5",0.109778857778406
0.0222534043267538,-0.126689184268985,0.555,0.621,1,"lrrc47",0.109778857778406
0.0222587983928461,-0.305358386167821,0.406,0.481,1,"hist1h2a11.2",0.109778857778406
0.0222689580389137,0.298927190444359,0.775,0.802,1,"boc",0.109778857778406
0.0222857840582386,0.215843768685405,0.913,0.927,1,"ddx5",0.109778857778406
0.0223875527596617,0.624838394067659,0.317,0.255,1,"aclya",0.110181877307355
0.0224081845373663,0.698221318502629,0.186,0.136,1,"fstl1a",0.110185213726925
0.0227547079222068,-0.761048122054163,0.078,0.12,1,"ldlrap1a",0.111789588208564
0.0228102093660199,1.21089130997187,0.222,0.17,1,"tnrc6c2",0.111797199032938
0.0228124213755005,-0.112418100557056,0.888,0.925,1,"psmc4",0.111797199032938
0.022816994442253,0.366494766405457,0.521,0.475,1,"syncripl",0.111797199032938
0.0228921581145398,0.19793485156677,0.872,0.872,1,"eif3ja",0.112066043535894
0.0229620305000221,0.195211388278553,0.945,0.956,1,"gnb1b",0.11230853181676
0.0230221478510763,0.115300712814386,0.908,0.952,1,"ctnnb1",0.112482591939975
0.0230418857305509,0.506618532449414,0.268,0.212,1,"casp3a",0.112482591939975
0.0230640289442128,0.682634463432398,0.31,0.252,1,"angptl7",0.112482591939975
0.0230790975494371,-0.241607423174062,0.227,0.287,1,"si:ch211-113a14.22.1",0.112482591939975
0.0231791118987767,-0.117965156259172,0.278,0.343,1,"ssna1",0.112836698199646
0.0231926208722561,0.185316070107206,0.681,0.662,1,"jun",0.112836698199646
0.0232220906171961,-0.461383678862158,0.587,0.678,1,"jdp2b",0.112880620059997
0.0233473624557508,-0.97048133753718,0.078,0.12,1,"mybl2a",0.113389740968035
0.0233763973645097,1.58486891919245,0.103,0.065,1,"zgc:113452",0.113430989672076
0.0234140436988054,-0.248045198517122,0.401,0.484,1,"acadm",0.113513915105183
0.0234649229145828,0.409300054336579,0.401,0.338,1,"ciarta",0.113660793275725
0.0234872617177071,-0.315723735309307,0.181,0.235,1,"zgc:153935",0.113669289399806
0.023594178564915,0.628091084721689,0.417,0.36,1,"tp53inp2",0.114086737334029
0.0236263699855034,-0.16846182180791,0.394,0.463,1,"rbbp5",0.114142445371785
0.023671656836037,0.553066523732873,0.236,0.182,1,"cop1",0.114172887204846
0.0236894518112176,-0.277427492536948,0.587,0.66,1,"msh2",0.114172887204846
0.0237056310224672,-0.162238653385686,0.686,0.743,1,"dldh",0.114172887204846
0.0237153751582684,0.409288187686167,0.239,0.181,1,"ENSDARG00000074588",0.114172887204846
0.0237750333682333,0.654786614484734,0.411,0.366,1,"tcf20",0.114360395696328
0.0238385853170469,-0.249126465561829,0.261,0.333,1,"manbal",0.114487172487503
0.0238428555524499,-0.494463066867417,0.174,0.227,1,"CU457819.4",0.114487172487503
0.0239227460634448,0.117047501383745,0.945,0.969,1,"eif4a1a",0.114770985023755
0.0240182223097335,0.568232048153005,0.486,0.45,1,"tfap2a",0.115129013536761
0.024071221969587,-0.817400639040673,0.135,0.185,1,"timp2b",0.115282990213408
0.0241282147173004,-0.13275612690586,0.119,0.168,1,"mthfr",0.115455807338763
0.0241751306176525,0.198168376786775,0.138,0.192,1,"rilpl2",0.1155801482863
0.0242455299717499,-0.489353736352097,0.135,0.185,1,"tmem256",0.115816450262979
0.0242942219352481,-0.234360622693934,0.475,0.548,1,"zgc:113983",0.11585599071882
0.0242957691511034,0.24647265079704,0.856,0.871,1,"smarcc1a",0.11585599071882
0.024348241110409,-0.171531529921269,0.417,0.484,1,"pane1",0.116006028828023
0.0243842870935984,0.734472171191701,0.266,0.206,1,"zgc:114200",0.116077614940388
0.024405607592669,0.288319113937167,0.378,0.322,1,"CT956002.2",0.116079039730162
0.0245103784951987,0.104131632434455,0.913,0.939,1,"ywhabb",0.116414518676973
0.024518305907519,-0.130426874202249,0.278,0.346,1,"cdk5rap1",0.116414518676973
0.0246382557894607,0.516278740389087,0.376,0.322,1,"rpp25l",0.116883546795019
0.0248252136379522,-0.594014406655885,0.096,0.142,1,"rhbdl2",0.117623662453856
0.0248514581956277,0.388395494107091,0.3,0.241,1,"nrp2a",0.117623662453856
0.0248788817040465,-0.149749125583292,0.585,0.674,1,"gpx1a",0.117623662453856
0.0249069384074791,0.556610455713731,0.456,0.405,1,"cxxc5b",0.117623662453856
0.0249199683264406,0.268117917370187,0.408,0.346,1,"megf8",0.117623662453856
0.0249220726314763,-0.333370060758805,0.122,0.174,1,"ENSDARG00000086107",0.117623662453856
0.0250142403845015,0.806609163210494,0.278,0.227,1,"daam1a",0.117957844067649
0.0250480605206191,0.663637589777335,0.479,0.427,1,"lcorl",0.118016544534863
0.0250989733209723,0.23273753933608,0.764,0.763,1,"huwe1",0.118155610126521
0.025166072250644,1.01673153897157,0.108,0.069,1,"dnajb1a",0.118279528000935
0.0251681357118976,1.99186117719892,0.124,0.083,1,"wdr37",0.118279528000935
0.0252475306103517,0.305072953117999,0.461,0.403,1,"crebbpa",0.118551755127859
0.0253347050695028,1.1583686965254,0.156,0.111,1,"ttpal",0.118844985653092
0.0253530230169038,0.732286223387743,0.261,0.204,1,"actn1",0.118844985653092
0.0255014994967597,0.847113175679426,0.335,0.276,1,"si:dkeyp-84f3.9",0.11928364828527
0.0255121536485909,-0.324555882660702,0.337,0.408,1,"rasgef1ba",0.11928364828527
0.0255299700780062,0.647352716932832,0.165,0.117,1,"selenoo1",0.11928364828527
0.0255574991088322,-0.101726513305337,0.915,0.95,1,"atp5po",0.11928364828527
0.0255703861501232,-0.234788142992319,0.372,0.444,1,"hist1h2a1",0.11928364828527
0.0255762114396523,0.983260820310945,0.257,0.196,1,"si:ch211-183d21.1",0.11928364828527
0.0257034895240539,0.352150181979228,0.133,0.09,1,"wdr53",0.119776092111245
0.025826613058728,-0.140074914130519,0.557,0.623,1,"mapre1a",0.1202483619817
0.0259337185546227,0.661926669518409,0.206,0.154,1,"rab18b",0.120645319173232
0.0259624796229137,-0.111902670771314,0.161,0.212,1,"si:dkey-108k21.11",0.120677451580581
0.0260285326124682,0.630188173649098,0.106,0.067,1,"exoc4",0.120866687017285
0.026046968046101,-0.135366232148391,0.686,0.771,1,"siva1",0.120866687017285
0.0261015379561208,-0.141061544822019,0.541,0.62,1,"tfg",0.121018213764651
0.0262193548790771,0.405701626891759,0.376,0.304,1,"wdr32",0.12146248124351
0.0263203234100965,-0.221561733261911,0.461,0.537,1,"rpap3",0.1218280183324
0.0263592636685116,0.797637458235905,0.149,0.104,1,"bnip1b",0.121906075358058
0.026487915870621,-0.627994783248438,0.17,0.223,1,"pttg1ipb",0.122398553504242
0.0265986007902862,-0.181119742504128,0.596,0.665,1,"utp15",0.12280725214378
0.0266734035475732,0.624974014244843,0.284,0.231,1,"si:dkeyp-97b10.3",0.123049736332247
0.0270386277643516,-0.662862549573049,0.135,0.182,1,"ptbp2a",0.124630469544866
0.0271466164642489,0.501182655605381,0.408,0.347,1,"im:7147486",0.12476860632447
0.0271729055662333,-0.392887719739445,0.261,0.319,1,"thumpd3",0.12476860632447
0.0271943883260534,-0.37212213608497,0.459,0.503,1,"cdc6",0.12476860632447
0.0272002872568653,0.923429817162637,0.151,0.106,1,"ppp1r14ab",0.12476860632447
0.0272198984049655,-0.184342555120342,0.523,0.579,1,"lin37",0.12476860632447
0.0272239793894132,-0.411868575346107,0.158,0.209,1,"mdm2",0.12476860632447
0.0272267603442568,0.658675631799293,0.108,0.069,1,"poli",0.12476860632447
0.0273413023473926,-0.463823376357068,0.115,0.16,1,"nmd3",0.125179038449436
0.027361662334022,-0.326329395091716,0.261,0.315,1,"hdhd2",0.125179038449436
0.0274294813373519,-0.127217114174698,0.89,0.939,1,"rrm1",0.12538542710667
0.0274690760695167,0.374499660643815,0.167,0.118,1,"puraa",0.125462562494517
0.0275088419842738,0.305883559557563,0.569,0.509,1,"caprin1b",0.125540351600959
0.0275962740263362,1.29119355666645,0.135,0.093,1,"lca5",0.125835363479297
0.0276485330599814,0.529412813135056,0.103,0.065,1,"znf1008",0.125859726285758
0.0276557586313834,-0.295644886609166,0.11,0.159,1,"daam1b",0.125859726285758
0.0276699941526457,0.518140957147611,0.378,0.319,1,"timm29",0.125859726285758
0.0277316158065137,0.490271228693417,0.683,0.679,1,"kdm6ba",0.126033833925225
0.0277539192417735,0.39969824033907,0.117,0.078,1,"txndc11",0.126033833925225
0.0279195193584806,-0.173877384117739,0.693,0.731,1,"ndufv1",0.126681664665185
0.0279936249800015,0.211482522485012,0.752,0.738,1,"taf7",0.12691362655137
0.0280344256466683,-0.92654057920679,0.094,0.137,1,"kirrel3l",0.126922519477503
0.0280415562771737,-0.785869045774713,0.083,0.126,1,"zgc:77158",0.126922519477503
0.0281889103989912,-0.24675112035097,0.381,0.445,1,"nsmce4a",0.127484982164807
0.0282637981213433,0.627332527611494,0.133,0.09,1,"ctsh",0.127719061559785
0.0283715047591231,0.73768572863747,0.213,0.165,1,"wdr45",0.128087353593504
0.0283916915607477,-0.122438893487824,0.479,0.553,1,"eif4ba",0.128087353593504
0.0285255019620292,0.634489055040989,0.174,0.128,1,"tmem160",0.128496595843416
0.0285289435900086,0.320886994776989,0.319,0.374,1,"tmem242",0.128496595843416
0.0286206846690138,1.16570890047232,0.131,0.09,1,"sc5d",0.12880474388125
0.028682176010741,-0.644404513321688,0.11,0.156,1,"sppl2",0.128951191078793
0.0286999300680617,0.946169956968147,0.103,0.067,1,"slc4a7",0.128951191078793
0.0287571340480258,-0.508339312268101,0.092,0.136,1,"tmem230b",0.129103166026991
0.0288583425608926,0.101807293647248,0.213,0.271,1,"fnbp1l",0.129452288888098
0.0288978157567215,-0.415923658829919,0.193,0.241,1,"nelfa",0.129484811133649
0.0289518361545956,0.463069943204385,0.372,0.304,1,"col11a1b",0.129484811133649
0.028973510834119,0.439408279867782,0.358,0.302,1,"ganab",0.129484811133649
0.0289940827660998,-0.116535535714106,0.732,0.815,1,"ndufa2",0.129484811133649
0.0290141865672135,-0.198184144708966,0.28,0.33,1,"crcp",0.129484811133649
0.0290155926675673,-0.199524119105957,0.351,0.413,1,"nfs1",0.129484811133649
0.0290493799848329,-0.137605588395063,0.342,0.41,1,"lims1",0.129484811133649
0.0290531838092342,1.20597317572769,0.11,0.072,1,"arap3",0.129484811133649
0.0291598885776628,-0.30319439656743,0.264,0.324,1,"tmem189",0.129855568327302
0.0293704365598438,-0.209279329745057,0.234,0.296,1,"mcfd2",0.130687792653874
0.0294082696224846,-0.22539934429817,0.498,0.572,1,"psph",0.130750776856167
0.0294832138179483,0.525839987443267,0.197,0.145,1,"tasora",0.130978525102744
0.0296413570519568,-0.101488266551404,0.259,0.326,1,"sgo1",0.131575219968573
0.0297078329980737,0.397136044706409,0.245,0.188,1,"stk3",0.131764380574589
0.0298435059246026,-0.154284838558097,0.846,0.914,1,"tspan7",0.132259903463608
0.0299327713378416,0.340162379792292,0.197,0.15,1,"arid5b",0.132549128570618
0.0299887969308572,-0.488006182437325,0.186,0.235,1,"mettl6",0.132690814625155
0.0300700000697807,-0.166440137922874,0.36,0.439,1,"slc25a11",0.132943587178006
0.030160062421707,-0.223790694498764,0.328,0.397,1,"zgc:163061.1",0.133235091754133
0.0302320765547643,-0.106027677582069,0.782,0.864,1,"map2k6",0.133446464216953
0.0302692538827175,0.530364613320149,0.158,0.111,1,"tut4",0.133503849792625
0.0303209517371985,-0.269146239608662,0.222,0.28,1,"abi1a",0.133625136067686
0.0303701415055225,0.435069177258233,0.353,0.304,1,"g3bp2",0.133735184524318
0.0304093249634704,-0.379176492759294,0.227,0.287,1,"si:dkey-25o16.4",0.133798055673845
0.0304328790159996,0.422862991692413,0.397,0.344,1,"pcmt",0.133798055673845
0.0305771162655673,-0.261250175384774,0.248,0.31,1,"efemp2a",0.134325247429167
0.0307015685524474,-0.139590811054365,0.606,0.682,1,"med21",0.134751345032968
0.0307229162253725,0.43172706116449,0.349,0.294,1,"clasp2",0.134751345032968
0.0307569639464777,-0.428935929794954,0.124,0.173,1,"pkma",0.134793615009881
0.030916206779776,-0.442348201676311,0.268,0.324,1,"ten1",0.135332004825211
0.030928828339264,-0.237363197140949,0.284,0.349,1,"cox16",0.135332004825211
0.0310292875588545,0.694626513402577,0.305,0.252,1,"r3hcc1l",0.135664074346789
0.0311562987679186,0.505847321968462,0.475,0.422,1,"si:ch211-160o17.4",0.136099178840088
0.0311968171116967,-1.0217826054878,0.248,0.301,1,"cbx7a",0.136099178840088
0.0312027454566372,-0.262415559715995,0.115,0.159,1,"l2hgdh",0.136099178840088
0.0312468015359758,0.453952077520317,0.39,0.33,1,"mtf2",0.136183771177315
0.031460671289323,-1.06157525177527,0.147,0.198,1,"tmem41aa",0.137007749889307
0.0315620580440583,-0.101347746316567,0.679,0.74,1,"polr2b",0.137212935668204
0.0315736394656162,-0.288093305830982,0.337,0.396,1,"med7",0.137212935668204
0.0315823327117507,-0.555663895133415,0.108,0.151,1,"numbl",0.137212935668204
0.031710792954486,-0.324231845509263,0.167,0.22,1,"wdr73",0.137567281339658
0.0317137177010838,0.302872791451521,0.245,0.188,1,"abcg2c",0.137567281339658
0.0317749708685851,0.513142630120328,0.424,0.374,1,"arhgap31",0.13766810243421
0.0317868219130057,-0.111577991632349,0.374,0.445,1,"adkb",0.13766810243421
0.0318486600741003,-0.133210749790582,0.716,0.787,1,"exosc5",0.13774936528562
0.0318554761806839,0.656906732142975,0.25,0.202,1,"ggctb",0.13774936528562
0.0319099231381767,0.453842437329277,0.415,0.377,1,"rlf",0.137795978478185
0.0319289983413912,0.463273236746581,0.202,0.15,1,"srrd",0.137795978478185
0.0319411177928427,-0.274844077048824,0.307,0.364,1,"ift57",0.137795978478185
0.0320404658587272,-0.277265413873025,0.294,0.347,1,"sypl2a",0.138062657526915
0.0320529386000553,-0.47001418393683,0.333,0.383,1,"usp22",0.138062657526915
0.0322777991780827,0.653250878778326,0.424,0.364,1,"msi2b",0.138891381253496
0.0322956417112438,-0.158910528624143,0.445,0.509,1,"churc1",0.138891381253496
0.0323600609311064,-0.188968259573931,0.606,0.646,1,"si:dkey-6i22.5",0.138899589963955
0.0323821286403248,-0.426586729393167,0.126,0.173,1,"pcbp4",0.138899589963955
0.0323902877036778,0.924627264397816,0.142,0.1,1,"setd4",0.138899589963955
0.0324105338037388,1.37870366602131,0.128,0.09,1,"ENSDARG00000102060",0.138899589963955
0.0324398775954012,-0.177157422576356,0.3,0.357,1,"snx5",0.138899589963955
0.032448473569993,0.791024809502064,0.144,0.101,1,"slc66a3",0.138899589963955
0.032509412337641,0.254644239502396,0.697,0.664,1,"zswim5",0.139052652926765
0.0325393863675046,-0.664108258593852,0.11,0.154,1,"ENSDARG00000016188",0.139073135852446
0.0325812591452445,0.880580164537837,0.165,0.121,1,"ctu1",0.139144402938933
0.0326675188124589,-0.161587848009781,0.463,0.519,1,"si:dkey-23a13.17",0.139404975952394
0.0327811927728263,-0.191966654236412,0.794,0.864,1,"lhfpl2a",0.139782043622816
0.0328561454305901,-0.423860507480514,0.062,0.1,1,"lypla1",0.139989214763614
0.0328804801789945,0.260788600012286,0.828,0.847,1,"fam133b",0.139989214763614
0.0330211062675485,-0.145089709749442,0.745,0.819,1,"mcl1a",0.140479621578893
0.0330595145613665,0.308913133471821,0.727,0.707,1,"sox11b",0.140534749351706
0.033091092894459,-0.355891466144501,0.229,0.285,1,"BX548028.1",0.140560780740925
0.0333116898154941,1.38544942146676,0.089,0.136,1,"icn",0.141389047779522
0.0333857178206204,-0.180245898598701,0.562,0.609,1,"fmnl2b",0.141594419205427
0.0334408280744623,0.476663620749616,0.36,0.305,1,"isoc1",0.141683385069986
0.0334580105272116,0.481054373537539,0.193,0.14,1,"gabpb2b",0.141683385069986
0.0335116802277628,-0.188995125759553,0.456,0.514,1,"med27",0.14180191434307
0.0335939154298715,-0.152067626886392,0.869,0.921,1,"naa10",0.142041042116195
0.0336268367634388,0.686669163136019,0.112,0.075,1,"snx14",0.142071455705975
0.0336714024837125,0.104272582212182,0.929,0.963,1,"rbm4.3",0.142150982045153
0.0338431018918241,0.797325242644983,0.17,0.126,1,"six2a",0.142766698736939
0.0340553367454524,0.660142467639135,0.252,0.206,1,"brwd3",0.143552343136174
0.0340979977092923,1.00155385562531,0.147,0.103,1,"n4bp2",0.143622534973846
0.0341824728343149,0.295844226732837,0.544,0.488,1,"gsta.1",0.143868608987109
0.0343411043401922,0.618147058426402,0.36,0.312,1,"zgc:175214",0.14442618291435
0.0343894118118715,-0.135112245545778,0.899,0.922,1,"cycsb",0.144519278557956
0.0347777987407838,0.895750523334328,0.103,0.069,1,"myorg",0.145976248414163
0.0348189715937156,0.365516984140759,0.523,0.472,1,"ube4b",0.145976248414163
0.0348434417095425,0.10582240110175,0.908,0.933,1,"eif3c",0.145976248414163
0.0348549436106342,-0.418848121259776,0.154,0.199,1,"shdb",0.145976248414163
0.034868285341956,-0.327415114189276,0.14,0.188,1,"zgc:112234.8",0.145976248414163
0.0350690250451952,-0.107417391775168,0.794,0.832,1,"mak16",0.146646881533021
0.035081588284158,0.131481909146418,0.911,0.938,1,"sec61b",0.146646881533021
0.0352196136308708,-0.336782840758839,0.296,0.363,1,"aurka",0.147112485983108
0.0352556552870024,0.453042373414854,0.174,0.128,1,"usp40",0.147151722218312
0.0353435826691445,0.412797678438686,0.417,0.36,1,"proser1",0.147241009516972
0.0353685612972252,-0.175216614623087,0.514,0.559,1,"etfa",0.147241009516972
0.0353720910643241,-0.197614413244019,0.45,0.512,1,"tagln3b",0.147241009516972
0.035383705112101,-0.149171400593636,0.296,0.357,1,"slc25a32a",0.147241009516972
0.0355148002229459,-0.275335111092366,0.344,0.408,1,"acvr1l",0.147573201916116
0.0355336191375087,-0.373761227678844,0.147,0.195,1,"apool",0.147573201916116
0.0355437085382896,-0.206338374720916,0.445,0.512,1,"stx18",0.147573201916116
0.035745087112186,0.46789863468367,0.328,0.266,1,"kctd15a",0.148297799424111
0.0357970932289155,-0.632371213296242,0.106,0.15,1,"adoa",0.148318181562566
0.0358037189465594,0.207979858954495,0.193,0.143,1,"dusp2",0.148318181562566
0.0359236578716104,-0.211041435866916,0.601,0.65,1,"thumpd1",0.148703477336606
0.0359891150747173,0.127452016032086,0.583,0.544,1,"acadsb",0.148806069356376
0.0360147350294995,-0.113421854554831,0.521,0.603,1,"rab6a",0.148806069356376
0.0360292855359425,0.338041534194803,0.197,0.15,1,"znf362b",0.148806069356376
0.0361659868428605,0.229043327600465,0.177,0.229,1,"zeb2a",0.149217308603135
0.0361829004381743,-0.350940738845154,0.124,0.17,1,"itga1",0.149217308603135
0.0362463202345602,-0.174382022612562,0.385,0.452,1,"ap1m1",0.149367298757643
0.0363240498910199,-0.32750148141935,0.413,0.464,1,"nup133",0.149575990677265
0.0364814590171859,-0.366596335335021,0.085,0.126,1,"cipcb",0.150051863695714
0.0364939610545714,-0.317421194302034,0.349,0.405,1,"e2f7",0.150051863695714
0.0366434988770801,-0.110000988214371,0.713,0.783,1,"mrps11",0.150448071077782
0.036644812676497,-0.198639961521254,0.408,0.458,1,"ENSDARG00000100031",0.150448071077782
0.0366775449874385,-0.497263504354669,0.151,0.198,1,"si:ch73-193c12.2",0.150470582036133
0.0367204408201727,-0.110293331440862,0.544,0.607,1,"smarcad1a",0.150534724728281
0.0367663939116365,0.837022368767217,0.241,0.193,1,"wnk1b",0.150611296127638
0.0368273120193663,-0.197797198841044,0.344,0.417,1,"cenpe",0.150749011839096
0.0369518456770865,1.30371866231236,0.103,0.069,1,"dspb",0.151146734688053
0.0370141898356489,-0.337464901109775,0.2,0.254,1,"atp6v1d",0.151289678958145
0.0371959141102013,0.682291200435628,0.204,0.157,1,"sipa1l2",0.151919998311044
0.0373380395069866,0.30164972638907,0.461,0.399,1,"dcps",0.152387770995994
0.0374500657485414,0.727168210489419,0.225,0.182,1,"six4a",0.152732099751437
0.0376314358483212,0.24606915271235,0.759,0.743,1,"prrx1a",0.153358515685926
0.0376660647855988,1.37519788603603,0.174,0.129,1,"slc44a1b",0.153386437865838
0.0377294556287543,0.322183723736635,0.248,0.195,1,"si:ch211-197h24.9",0.15348985540094
0.03774705245101,0.323269899224675,0.53,0.477,1,"cdh2",0.15348985540094
0.0378759299302571,0.331977279289617,0.282,0.234,1,"plcg1",0.15390057768571
0.0379290225029509,1.00671499836333,0.195,0.146,1,"ptpn23a",0.153901175876697
0.0379318182484942,0.674670766493726,0.232,0.188,1,"foxf1",0.153901175876697
0.0380585504780393,0.778621420597875,0.165,0.12,1,"tmem110l",0.154301993935193
0.0381415062179096,0.412730064180763,0.404,0.358,1,"xrcc4",0.154524869651722
0.038211188282739,-0.119120795170863,0.344,0.403,1,"mccc1",0.154643899953228
0.0382268966744216,0.714230159441041,0.378,0.341,1,"si:ch73-269m14.2",0.154643899953228
0.0382611597485574,0.731803293514091,0.234,0.185,1,"zgc:158689",0.154669197753685
0.0383737495078084,-0.312865684830441,0.404,0.456,1,"aspscr1",0.155010859387065
0.0384159292527955,0.355468037733816,0.628,0.598,1,"dvl2",0.155067807992644
0.0384742459160711,-0.275473648408823,0.273,0.321,1,"mob2a",0.155188846859052
0.0385423374161926,0.499345521568662,0.252,0.201,1,"stk25b",0.155188846859052
0.0385762168998812,0.962563888022904,0.122,0.083,1,"s1pr1",0.155188846859052
0.0385765869390216,-0.762338682997455,0.071,0.107,1,"cnot4a",0.155188846859052
0.0385864336721258,0.464445682242991,0.103,0.067,1,"osbp",0.155188846859052
0.0386527666751902,0.223324147703379,0.745,0.709,1,"med10",0.15534248732198
0.0387083657866787,0.573893759432567,0.177,0.132,1,"polr3c",0.155452796999302
0.0387586085487033,0.46721598249631,0.117,0.079,1,"shprh",0.155541450876409
0.0387887803666354,-0.197382128703613,0.466,0.542,1,"znf609a",0.15554948815146
0.0388239232570246,-0.489277351041412,0.096,0.137,1,"rab14l",0.155577434125755
0.0388653945877292,-0.258542129624773,0.087,0.128,1,"tmem106a",0.1555978897749
0.0388853835366465,-0.132160406198556,0.626,0.693,1,"slc39a7",0.1555978897749
0.039026600713161,-0.149477331314633,0.456,0.506,1,"ptp4a3a",0.15604466924981
0.0390981779865213,-0.379240179775317,0.454,0.481,1,"CR762436.2",0.15604466924981
0.039100696311068,0.221865550674513,0.778,0.793,1,"tp53",0.15604466924981
0.0391255512491555,0.152232370771213,0.683,0.66,1,"rab5ab",0.15604466924981
0.0391383315666401,0.507173298534788,0.106,0.07,1,"tmem200b",0.15604466924981
0.0391976043958717,-0.148200198091868,0.757,0.813,1,"cox7a2l",0.156168233386727
0.0392328359979167,-0.803780383851789,0.08,0.118,1,"hs3st3b1b",0.1561959051049
0.0396339178722196,-0.199047977794211,0.642,0.726,1,"atp5mea",0.157679030612678
0.0397174109908449,-0.202094254797056,0.209,0.263,1,"b3galnt2",0.157897439518679
0.0399979015584758,0.407814358481989,0.72,0.706,1,"phf14",0.158898138421513
0.0401471415284376,1.00900319440914,0.131,0.092,1,"vrk2",0.159376359108578
0.0402369922512734,0.241162549694825,0.787,0.787,1,"rbm4.2",0.159618298284146
0.0403198733095925,0.536516008604724,0.19,0.142,1,"acvr1ba",0.15983226160486
0.0403975772833277,0.283482876715674,0.257,0.207,1,"sik2b",0.160025410156769
0.0404688293492417,0.619489439692045,0.261,0.21,1,"socs6b",0.160161669975759
0.040521304897899,-0.406817097512486,0.067,0.104,1,"plecb",0.160161669975759
0.0405533502570369,0.569629413484551,0.101,0.065,1,"FQ323119.1",0.160161669975759
0.040583654547753,0.181432822829079,0.119,0.081,1,"abi2a",0.160161669975759
0.0405947240225612,-0.106388908843014,0.222,0.276,1,"igf2b",0.160161669975759
0.0406060010804171,-0.563753256560826,0.064,0.1,1,"rabgap1l",0.160161669975759
